,mean,mean_se,mean_ci_lower,mean_ci_upper
2021-08-16 15:15:00,45.2945204932049,14.547575797626546,16.78179586749032,73.80724511891948
2021-08-16 15:30:00,47.08965975326108,14.587798236619394,18.49810059575016,75.681218910772
2021-08-16 15:45:00,47.08713594388247,14.626901846637063,18.41893511907142,75.75533676869352
2021-08-16 16:00:00,40.350474586747346,14.664920888231771,11.607757809683935,69.09319136381076
2021-08-16 16:15:00,35.61388856078504,14.701888386960139,6.7987168176154995,64.42906030395459
2021-08-16 16:30:00,36.72127222932333,14.737836189214223,7.835644088412419,65.60690037023424
2021-08-16 16:45:00,36.37244679180466,14.772795014828874,7.418300611747217,65.32659297186211
2021-08-16 17:00:00,36.36910332082141,14.806794506696043,7.348319361211647,65.38988728043117
2021-08-16 17:15:00,37.167563718716394,14.839863277597084,8.081966159127585,66.2531612783052
2021-08-16 17:30:00,26.89629958827804,14.872028954446428,-2.2523415394738358,56.04494071602991
2021-08-16 17:45:00,27.351882694624877,14.903318220123943,-1.8580842669576327,56.561849656207386
2021-08-16 18:00:00,23.13960619213561,14.933756853058895,-6.130019393738042,52.40923177800926
2021-08-16 18:15:00,21.208924250425447,14.96336976471517,-8.118741575771868,50.53659007662276
2021-08-16 18:30:00,19.042315911622936,14.992181035115548,-10.341818966907965,48.42645079015384
2021-08-16 18:45:00,21.767338742831612,15.020213946531882,-7.671739632457108,51.20641711812033
2021-08-16 19:00:00,21.389728504043354,15.04749101545801,-8.102811943944392,50.8822689520311
2021-08-16 19:15:00,21.110238100151683,15.07403402297306,-8.434325686606936,50.654801886910306
2021-08-16 19:30:00,21.826395860045636,15.099864043594177,-7.7687938368503,51.42158555694157
2021-08-16 19:45:00,21.475845608705733,15.125001472709698,-8.168612543920553,51.12030376133202
2021-08-16 20:00:00,18.264659385494536,15.149466052675743,-11.427748462762096,47.95706723375117
2021-08-16 20:15:00,17.822716379586456,15.173276897651604,-11.916359867264333,47.561792626437246
2021-08-16 20:30:00,14.465106118723611,15.196452517240727,-15.319393507841259,44.24960574528848
2021-08-16 20:45:00,15.841838642535588,15.219010838994874,-13.986874482219076,45.67055176729025
2021-08-16 21:00:00,15.343036253271507,15.240969229827552,-14.52871452667366,45.21478703321667
2021-08-16 21:15:00,16.12600262403938,15.262344516367756,-13.78764294768381,46.03964819576257
2021-08-16 21:30:00,19.19849486049783,15.28315300426375,-10.755934598074248,49.15292431906991
2021-08-16 21:45:00,18.30954366709947,15.303410496414434,-11.684589746505054,48.30367708070399
2021-08-16 22:00:00,16.487355879696125,15.323132310054792,-13.545431578353309,46.52014333774556
2021-08-16 22:15:00,13.877214475772725,15.342333292536564,-16.193206216408765,43.94763516795422
2021-08-16 22:30:00,11.46018346284913,15.361027835495706,-18.646877860239716,41.56724478593797
2021-08-16 22:45:00,10.555333090495992,15.379229886821394,-19.58740359763595,40.69806977862794
2021-08-16 23:00:00,14.691667114210917,15.396952959301302,-15.485806157677041,44.86914038609888
2021-08-16 23:15:00,13.821386266141511,15.414210133705827,-16.389910446054245,44.03268297833726
2021-08-16 23:30:00,15.927481480306497,15.43101405167088,-14.316750305899927,46.171713266512924
2021-08-16 23:45:00,15.393130035634101,15.447376888331934,-14.883172321112898,45.6694323923811
2021-08-17 00:00:00,14.108538466915483,15.463310282109353,-16.198992767786752,44.416069701617715
