,mean,mean_se,mean_ci_lower,mean_ci_upper
2021-08-16 00:15:00,20.26832169684625,4.421891218843901,11.601574164358283,28.935069229334218
2021-08-16 00:30:00,22.38698950624354,5.881625365592361,10.859215619125285,33.914763393361795
2021-08-16 00:45:00,21.38397273885779,6.796718130080047,8.062649990830474,34.705295486885106
2021-08-16 01:00:00,16.52709606406552,7.427853889301235,1.9687699586093341,31.085422169521706
2021-08-16 01:15:00,20.8861365762258,7.883167068128926,5.435413038580897,36.336860113870706
2021-08-16 01:30:00,22.63650268895882,8.220625020703297,6.524373717971521,38.74863165994612
2021-08-16 01:45:00,19.163263946836274,8.475438048533347,2.5517106185104765,35.77481727516207
2021-08-16 02:00:00,21.76446374700009,8.67060070838495,4.770398634238109,38.758528859762066
2021-08-16 02:15:00,17.343279562642756,8.821839053726105,0.052792739930680455,34.63376638535483
2021-08-16 02:30:00,19.50717598306468,8.94025012068297,1.9846077337461878,37.02974423238317
2021-08-16 02:45:00,18.872894407036267,9.033841004155091,1.1668913968311294,36.57889741724141
2021-08-16 03:00:00,18.049863263746285,9.108485676732347,0.1975593836519458,35.90216714384063
2021-08-16 03:15:00,18.871996722991145,9.168548672478476,0.9019715344308104,36.842021911551484
2021-08-16 03:30:00,18.304028529242945,9.217306345129947,0.23844005831573156,36.36961700017016
2021-08-16 03:45:00,17.502704674368065,9.257239207744762,-0.6411507690837723,35.6465601178199
2021-08-16 04:00:00,17.306302359253664,9.290239079193803,-0.902231643732744,35.514836362240075
2021-08-16 04:15:00,16.78582881561937,9.317758268067612,-1.4766418064434568,35.0482994376822
2021-08-16 04:30:00,19.218233931228873,9.340918401102149,0.9103702825411943,37.52609757991655
2021-08-16 04:45:00,20.53268940484412,9.360590636002131,2.186268884257064,38.87910992543118
2021-08-16 05:00:00,19.434224992524065,9.37745528533724,1.0547503666283014,37.81369961841983
2021-08-16 05:15:00,19.863048777775624,9.392046452039365,1.454975990651274,38.27112156489997
2021-08-16 05:30:00,18.127976036489294,9.40478564906741,-0.3050651180019841,36.56101719098057
2021-08-16 05:45:00,18.430315197101102,9.41600725956009,-0.02471990980436445,36.885350304006565
2021-08-16 06:00:00,17.845666763019985,9.42597791322523,-0.628910465971483,36.320243992011456
2021-08-16 06:15:00,18.981759606801127,9.434911300980428,0.4896732595495443,37.473845954052706
2021-08-16 06:30:00,18.360093008847322,9.442979552125124,-0.1478068200660907,36.86799283776074
2021-08-16 06:45:00,13.940519003421482,9.45032200963481,-4.581771777768932,32.46280978461189
2021-08-16 07:00:00,14.07106680515865,9.457052027922598,-4.464414569491124,32.60654817980842
2021-08-16 07:15:00,13.35279088535942,9.463262261601637,-5.194862323636846,31.900444094355684
2021-08-16 07:30:00,12.922464152090988,9.46902879837603,-5.636491261298616,31.481419565480593
2021-08-16 07:45:00,13.198314849490794,9.474414403023774,-5.371196155043359,31.76782585402495
2021-08-16 08:00:00,16.82713163900295,9.479471075329403,-1.7522902611318578,35.40655353913776
2021-08-16 08:15:00,36.876365606271406,9.484242076375608,18.287592715915835,55.46513849662698
2021-08-16 08:30:00,49.86095316209281,9.488763541089678,31.263318363740293,68.45858796044533
2021-08-16 08:45:00,54.36927685142192,9.493065767627364,35.763209844002205,72.97534385884164
2021-08-16 09:00:00,49.28405179776191,9.49717425314847,30.669932306689823,67.89817128883399
2021-08-16 09:15:00,51.34164576076624,9.501110529762508,32.719811309297455,69.96348021223503
2021-08-16 09:30:00,48.017897318236656,9.504892842250596,29.388649670512937,66.64714496596038
2021-08-16 09:45:00,48.87032607488074,9.508536699999643,30.2339365972041,67.50671555255738
2021-08-16 10:00:00,45.61157914040639,9.512055328461457,26.96829327766962,64.25486500314317
2021-08-16 10:15:00,43.903870633779654,9.515460039942017,25.253911659163236,62.55382960839607
2021-08-16 10:30:00,47.73398133273548,9.518760539394144,29.077553498061903,66.39040916740906
2021-08-16 10:45:00,47.98082221157641,9.521965177506512,29.3181134016191,66.64353102153372
2021-08-16 11:00:00,49.0755096216118,9.525081160910165,30.40669359640691,67.74432564681669
2021-08-16 11:15:00,53.090848593413305,9.528114727342627,34.41608688725608,71.76561029957054
2021-08-16 11:30:00,52.22848977572545,9.53107129205693,33.54793330921022,70.90904624224068
2021-08-16 11:45:00,54.544691974585334,9.533955570555188,35.858482426092145,73.23090152307853
2021-08-16 12:00:00,46.410735145203844,9.536771681651263,27.71900612038588,65.1024641700218
2021-08-16 12:15:00,46.888797501271405,9.539523234176883,28.191675532601657,65.58591946994116
2021-08-16 12:30:00,49.561587958594785,9.542213400080934,30.85919336164066,68.2639825555489
2021-08-16 12:45:00,47.30347858762346,9.544844976085425,28.59592619647795,66.01103097876897
2021-08-16 13:00:00,42.023921826219706,9.547420435704089,23.311321626977982,60.736522025461426
2021-08-16 13:15:00,46.04322666862626,9.549941973117788,27.325684346868016,64.7607689903845
2021-08-16 13:30:00,46.61021433240368,9.552411540085116,27.88783174833206,65.3325969164753
2021-08-16 13:45:00,48.584852419472135,9.554830876855933,29.85772802246324,67.31197681648104
2021-08-16 14:00:00,49.44813530541366,9.557201537910554,30.716364498118153,68.17990611270916
2021-08-16 14:15:00,52.80769780814823,9.559524913155425,34.071373269050206,71.54402234724625
2021-08-16 14:30:00,52.72751630799945,9.561802245027247,33.986728280451814,71.46830433554709
2021-08-16 14:45:00,53.81783516820499,9.564034641893278,35.07267172320073,72.56299861320925
2021-08-16 15:00:00,54.898434335500966,9.566223087975922,36.14898161499262,73.64788705600931
