,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2021-08-11 02:30:00,30.310541339722217,9.956782174410721,23.188207925205873,30.310541339722217,30.310541339722217,-13.704654630844948,-13.704654630844948,-13.704654630844948,-13.704654630844948,-13.704654630844948,-13.704654630844948,0.0,0.0,0.0,16.60588670887727
11,2021-08-11 02:45:00,30.305837353694443,9.46081419496309,22.62834219915472,30.305837353694443,30.305837353694443,-14.139255320230196,-14.139255320230196,-14.139255320230196,-14.139255320230196,-14.139255320230196,-14.139255320230196,0.0,0.0,0.0,16.166582033464245
12,2021-08-11 03:00:00,30.301133367666665,9.019825786115739,22.253783556534827,30.301133367666665,30.301133367666665,-14.53708782209648,-14.53708782209648,-14.53708782209648,-14.53708782209648,-14.53708782209648,-14.53708782209648,0.0,0.0,0.0,15.764045545570186
13,2021-08-11 03:15:00,30.296429381638887,8.539262456326954,21.721129407916454,30.296429381638887,30.296429381638887,-15.013772130256658,-15.013772130256658,-15.013772130256658,-15.013772130256658,-15.013772130256658,-15.013772130256658,0.0,0.0,0.0,15.28265725138223
14,2021-08-11 03:30:00,30.29172539561111,8.013189322020006,21.087724443246355,30.29172539561111,30.29172539561111,-15.597509830377197,-15.597509830377197,-15.597509830377197,-15.597509830377197,-15.597509830377197,-15.597509830377197,0.0,0.0,0.0,14.694215565233913
15,2021-08-11 03:45:00,30.287021409583332,7.536510760226192,21.07946421344618,30.287021409583332,30.287021409583332,-16.122579349547237,-16.122579349547237,-16.122579349547237,-16.122579349547237,-16.122579349547237,-16.122579349547237,0.0,0.0,0.0,14.164442060036095
16,2021-08-11 04:00:00,30.282317424534504,7.254056111315862,20.646616931485916,30.282317424534504,30.282317424534504,-16.284371327140708,-16.284371327140708,-16.284371327140708,-16.284371327140708,-16.284371327140708,-16.284371327140708,0.0,0.0,0.0,13.997946097393797
17,2021-08-11 04:15:00,30.27761343948568,7.616703241726786,21.190135711606885,30.27761343948568,30.27761343948568,-15.847783788132055,-15.847783788132055,-15.847783788132055,-15.847783788132055,-15.847783788132055,-15.847783788132055,0.0,0.0,0.0,14.429829651353625
18,2021-08-11 04:30:00,30.272909454436853,8.242688247318299,21.997014817351637,30.272909454436853,30.272909454436853,-14.875253376001837,-14.875253376001837,-14.875253376001837,-14.875253376001837,-14.875253376001837,-14.875253376001837,0.0,0.0,0.0,15.397656078435016
19,2021-08-11 04:45:00,30.268205469388025,9.408768315070763,22.94732142083443,30.268205469388025,30.268205469388025,-13.786556886713148,-13.786556886713148,-13.786556886713148,-13.786556886713148,-13.786556886713148,-13.786556886713148,0.0,0.0,0.0,16.48164858267488
20,2021-08-11 05:00:00,30.2635014843392,10.417273157509435,23.696027285626847,30.2635014843392,30.2635014843392,-13.148039019411586,-13.148039019411586,-13.148039019411586,-13.148039019411586,-13.148039019411586,-13.148039019411586,0.0,0.0,0.0,17.115462464927617
21,2021-08-11 05:15:00,30.258797499290374,10.429245847220951,23.832656773813476,30.258797499290374,30.258797499290374,-13.289043796515184,-13.289043796515184,-13.289043796515184,-13.289043796515184,-13.289043796515184,-13.289043796515184,0.0,0.0,0.0,16.96975370277519
22,2021-08-11 05:30:00,30.25409351424155,9.71143528970358,23.06861322597321,30.25409351424155,30.25409351424155,-14.0213622825817,-14.0213622825817,-14.0213622825817,-14.0213622825817,-14.0213622825817,-14.0213622825817,0.0,0.0,0.0,16.232731231659848
23,2021-08-11 05:45:00,30.249389529192722,8.607733860952937,22.19777266002072,30.249389529192722,30.249389529192722,-14.727999960822343,-14.727999960822343,-14.727999960822343,-14.727999960822343,-14.727999960822343,-14.727999960822343,0.0,0.0,0.0,15.52138956837038
24,2021-08-11 06:00:00,30.244685544143895,8.766103895447532,22.06557086668119,30.244685544143895,30.244685544143895,-14.839892254243024,-14.839892254243024,-14.839892254243024,-14.839892254243024,-14.839892254243024,-14.839892254243024,0.0,0.0,0.0,15.404793289900871
25,2021-08-11 06:15:00,30.23998155909507,9.327453269522895,22.242258710526784,30.23998155909507,30.23998155909507,-14.382411780393353,-14.382411780393353,-14.382411780393353,-14.382411780393353,-14.382411780393353,-14.382411780393353,0.0,0.0,0.0,15.857569778701718
26,2021-08-11 06:30:00,30.235277574046243,9.33662427908499,22.98845216268347,30.235277574046243,30.235277574046243,-14.120762212021326,-14.120762212021326,-14.120762212021326,-14.120762212021326,-14.120762212021326,-14.120762212021326,0.0,0.0,0.0,16.114515362024918
27,2021-08-11 06:45:00,30.230573588997416,8.028810537231251,21.881820876573926,30.230573588997416,30.230573588997416,-15.049750865740599,-15.049750865740599,-15.049750865740599,-15.049750865740599,-15.049750865740599,-15.049750865740599,0.0,0.0,0.0,15.180822723256817
28,2021-08-11 07:00:00,30.225869603948592,6.158443541677709,19.255499136708096,30.225869603948592,30.225869603948592,-17.4678628758757,-17.4678628758757,-17.4678628758757,-17.4678628758757,-17.4678628758757,-17.4678628758757,0.0,0.0,0.0,12.758006728072893
29,2021-08-11 07:15:00,30.221165618899764,3.163543533555869,16.492659709117028,30.221165618899764,30.221165618899764,-20.294189204590207,-20.294189204590207,-20.294189204590207,-20.294189204590207,-20.294189204590207,-20.294189204590207,0.0,0.0,0.0,9.926976414309557
30,2021-08-11 07:30:00,30.216461633850933,2.6190792415781914,15.754825122236968,30.216461633850933,30.216461633850933,-21.261045508657404,-21.261045508657404,-21.261045508657404,-21.261045508657404,-21.261045508657404,-21.261045508657404,0.0,0.0,0.0,8.95541612519353
31,2021-08-11 07:45:00,30.211757648802113,5.11775218521441,18.427446028637185,30.211757648802113,30.211757648802113,-18.072709178070497,-18.072709178070497,-18.072709178070497,-18.072709178070497,-18.072709178070497,-18.072709178070497,0.0,0.0,0.0,12.139048470731616
32,2021-08-11 08:00:00,30.207053671482797,13.671516139334024,26.72293310333578,30.207053671482797,30.207053671482797,-9.90024184477056,-9.90024184477056,-9.90024184477056,-9.90024184477056,-9.90024184477056,-9.90024184477056,0.0,0.0,0.0,20.306811826712234
33,2021-08-11 08:15:00,30.202349694163487,25.271311157730587,38.75909469399079,30.202349694163487,30.202349694163487,1.7786536688518264,1.7786536688518264,1.7786536688518264,1.7786536688518264,1.7786536688518264,1.7786536688518264,0.0,0.0,0.0,31.981003363015315
34,2021-08-11 08:30:00,30.197645716844175,37.2477252616043,50.2603471725922,30.197645716844175,30.197645716844175,13.65884936499162,13.65884936499162,13.65884936499162,13.65884936499162,13.65884936499162,13.65884936499162,0.0,0.0,0.0,43.856495081835796
35,2021-08-11 08:45:00,30.192941739524862,45.86055237226786,58.90932473948645,30.192941739524862,30.192941739524862,22.224035221023307,22.224035221023307,22.224035221023307,22.224035221023307,22.224035221023307,22.224035221023307,0.0,0.0,0.0,52.41697696054817
36,2021-08-11 09:00:00,30.188237762205553,49.50289291290921,62.34172792212024,30.188237762205553,30.188237762205553,25.535909621544715,25.535909621544715,25.535909621544715,25.535909621544715,25.535909621544715,25.535909621544715,0.0,0.0,0.0,55.724147383750264
37,2021-08-11 09:15:00,30.183533784886237,47.322173033316716,61.22379978774479,30.183533784886237,30.183533784886237,24.09058127612337,24.09058127612337,24.09058127612337,24.09058127612337,24.09058127612337,24.09058127612337,0.0,0.0,0.0,54.27411506100961
38,2021-08-11 09:30:00,30.178829807566927,43.953481864190344,56.97116800791,30.178829807566927,30.178829807566927,20.25845358987004,20.25845358987004,20.25845358987004,20.25845358987004,20.25845358987004,20.25845358987004,0.0,0.0,0.0,50.43728339743697
39,2021-08-11 09:45:00,30.17412583024762,40.37976140728507,53.87287398685179,30.17412583024762,30.17412583024762,16.766858392131684,16.766858392131684,16.766858392131684,16.766858392131684,16.766858392131684,16.766858392131684,0.0,0.0,0.0,46.9409842223793
40,2021-08-11 10:00:00,30.169421852928302,38.38753921439871,52.13056264126386,30.169421852928302,30.169421852928302,15.266475261677995,15.266475261677995,15.266475261677995,15.266475261677995,15.266475261677995,15.266475261677995,0.0,0.0,0.0,45.4358971146063
41,2021-08-11 10:15:00,30.164717875608993,39.49933148864365,52.925578949827475,30.164717875608993,30.164717875608993,15.84159194321573,15.84159194321573,15.84159194321573,15.84159194321573,15.84159194321573,15.84159194321573,0.0,0.0,0.0,46.006309818824725
42,2021-08-11 10:30:00,30.16001389828968,41.3067001039044,53.68148323092929,30.16001389828968,30.16001389828968,17.563124859972973,17.563124859972973,17.563124859972973,17.563124859972973,17.563124859972973,17.563124859972973,0.0,0.0,0.0,47.72313875826265
43,2021-08-11 10:45:00,30.155309920970367,43.20144980907667,56.27841709886759,30.155309920970367,30.155309920970367,19.451471308718368,19.451471308718368,19.451471308718368,19.451471308718368,19.451471308718368,19.451471308718368,0.0,0.0,0.0,49.606781229688735
44,2021-08-11 11:00:00,30.15060594365106,44.59227685449408,57.745112743821366,30.15060594365106,30.15060594365106,21.05900018520597,21.05900018520597,21.05900018520597,21.05900018520597,21.05900018520597,21.05900018520597,0.0,0.0,0.0,51.20960612885703
45,2021-08-11 11:15:00,30.145901966331746,45.82303567480615,58.738052055998224,30.145901966331746,30.145901966331746,22.354600562749447,22.354600562749447,22.354600562749447,22.354600562749447,22.354600562749447,22.354600562749447,0.0,0.0,0.0,52.50050252908119
46,2021-08-11 11:30:00,30.141197989012433,46.69144165841257,60.0246303315022,30.141197989012433,30.141197989012433,23.243961633748498,23.243961633748498,23.243961633748498,23.243961633748498,23.243961633748498,23.243961633748498,0.0,0.0,0.0,53.38515962276093
47,2021-08-11 11:45:00,30.136568759113814,46.75786412300285,60.18388723258201,30.136568759113814,30.136568759113814,23.328599609896393,23.328599609896393,23.328599609896393,23.328599609896393,23.328599609896393,23.328599609896393,0.0,0.0,0.0,53.46516836901021
48,2021-08-11 12:00:00,30.131939529215202,45.33876747809761,58.919621577357425,30.131939529215202,30.131939529215202,22.196637849951827,22.196637849951827,22.196637849951827,22.196637849951827,22.196637849951827,22.196637849951827,0.0,0.0,0.0,52.32857737916703
49,2021-08-11 12:15:00,30.127310299316584,43.57739229882985,56.98900676230104,30.127310299316584,30.127310299316584,19.965352407076615,19.965352407076615,19.965352407076615,19.965352407076615,19.965352407076615,19.965352407076615,0.0,0.0,0.0,50.0926627063932
50,2021-08-11 12:30:00,30.122681069417965,40.24894259277966,54.14951825409467,30.122681069417965,30.122681069417965,17.49770645671394,17.49770645671394,17.49770645671394,17.49770645671394,17.49770645671394,17.49770645671394,0.0,0.0,0.0,47.62038752613191
51,2021-08-11 12:45:00,30.11805183951935,39.221667786392594,52.508191611527835,30.11805183951935,30.11805183951935,15.974319152032972,15.974319152032972,15.974319152032972,15.974319152032972,15.974319152032972,15.974319152032972,0.0,0.0,0.0,46.09237099155232
52,2021-08-11 13:00:00,30.11342260962073,39.92296409213883,52.62286305168905,30.11342260962073,30.11342260962073,16.093943158391255,16.093943158391255,16.093943158391255,16.093943158391255,16.093943158391255,16.093943158391255,0.0,0.0,0.0,46.20736576801198
53,2021-08-11 13:15:00,30.108793379722112,41.20979583850703,54.308442780481094,30.108793379722112,30.108793379722112,17.564016224201165,17.564016224201165,17.564016224201165,17.564016224201165,17.564016224201165,17.564016224201165,0.0,0.0,0.0,47.67280960392328
54,2021-08-11 13:30:00,30.104164149823497,42.90153739606628,56.38430402298284,30.104164149823497,30.104164149823497,19.35501730519637,19.35501730519637,19.35501730519637,19.35501730519637,19.35501730519637,19.35501730519637,0.0,0.0,0.0,49.459181455019866
